doc_id,title_text,tagline,post_tag,post_date,topic,topic_label,umap_sem_x,umap_sem_y,umap_tem_x,umap_tem_y
930,Una,La derrota de Hillary,,2016-11-10 07:07:01,1,1_feminismo_feminista_patriarcado,5.256614,2.9139988,9.954879,-4.2054405
931,El tiro de gracia a la globalización,El triunfo de Trump,,2016-11-10 09:43:04,28,28_futuro_pandemia_crisis,10.773773,7.151759,9.00716,3.0550528
932,Cinco estrategias para frenar al monstruo,Tras la victoria de Trump,,2016-11-10 21:34:43,0,0_político_política_electoral,10.953675,7.1182213,7.3020563,3.7331576
933,La gestión del miedo y la esperanza,Trump y la batalla emocional,Rossana Reguillo,2016-11-11 13:52:19,0,0_político_política_electoral,11.838555,6.9354973,9.6789465,2.898816
934,The Trumpman Show,Las consecuencias del triunfo de Trump,,2016-11-11 16:30:09,0,0_político_política_electoral,12.074373,6.8778653,7.1387887,4.5489125
935,La ficción de Houellebecq,El escritor francés en Buenos Aires,,2016-11-12 08:47:37,3,3_literario_escritora_autor,9.064882,2.8991134,6.8184834,-5.171972
936,"Gringo, deja ya de odiarnos",La pesadilla Trump en los mexicanos de EE.UU.,,2016-11-14 12:37:03,35,35_cubano_cubana_cuba,11.9584675,6.993457,6.720378,3.0436516
937,La elegida,Voluntariado y política,,2016-11-15 10:28:39,40,40_manifestación_feminista_multitud,9.390609,5.7836766,9.075296,4.85106
938,Periodismo mutante,"Noticias, mercado y trabajo",,2016-11-16 11:13:55,19,19_periodista_periodístico_periódico,7.7991915,4.9650936,12.788402,1.4292754
939,El buen vecino del norte,El modelo canadiense,,2016-11-17 09:14:44,21,21_soviética_soviético_vladimir,10.587811,7.1776395,7.1176343,2.9494483
940,Pasión galguera,Derecho animal,,2016-11-17 15:37:05,32,32_catástrofe_desastre_tragedia,8.229796,6.499704,6.1045823,-1.1182683
941,"La Rusa, historia de una troska",Myriam Bregman,Perfil político,2016-11-18 16:01:25,23,23_justicia_judicial_juzgado,10.565132,5.1858134,9.294252,4.1242094
942,Garúa en el Sahara,Emergencia social,,2016-11-21 10:28:10,15,15_sindicalismo_reforma_político,10.469291,5.4021473,6.4096365,1.3804061
943,Pepo de película,Cumbia,,2016-11-21 15:31:37,33,33_submarino_marino_naufragio,9.6801,2.215509,10.978778,-2.006359
944,El desastre republicano,La era Trump,,2016-11-22 09:04:42,0,0_político_política_electoral,11.988069,6.876902,7.483012,5.004035
945,Los Estados Unidos de Vladimir Trump,La nueva era en la Casa Blanca,,2016-11-22 16:17:11,35,35_cubano_cubana_cuba,10.809499,6.6644497,6.8250365,3.107962
946,"Denunciar al maestro, enjuiciar a la escuela",El aula contemporánea,,2016-11-23 10:03:28,5,5_pedagógico_enseñanza_escolar,5.938042,5.441492,3.6955945,-3.5206537
947,Fotolibros para salvar el lenguaje,Feria de libros de fotografía,,2016-11-23 11:45:56,26,26_fotoperiodismo_retratar_retrato,7.664027,3.5801675,12.86085,-3.3737602
948,Todos los fuegos de un tiempo,40 años de la desaparición de la nieta de Chicha Mariani,24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Nietos,2016-11-24 11:17:08,11,11_asesino_testimonio_testigo,8.747624,3.574263,6.8351197,-1.6063892
949,La hija imperfecta,#OrgulloGay,,2016-11-24 14:33:23,11,11_asesino_testimonio_testigo,7.028183,2.7029681,7.313857,-1.9810219
950,"La lucha es en el campus, el claustro y el pasillo",Universidades contra la violencia de género,,2016-11-25 09:56:23,25,25_violencia_feminismo_feminista,6.171051,4.4759603,9.048369,-4.75433
951,Galeano amaba reír,Homenaje de Serrat y Poniatowska,,2016-11-28 11:28:44,3,3_literario_escritora_autor,8.686635,2.2376783,6.664606,-4.682577
952,No hay nada más solitario que un tenista,Histórico triunfo argentino en la Copa Davis,,2016-11-29 08:48:11,2,2_fifa_futbolista_fútbol,10.5666275,2.4311185,5.3912444,11.551695
953,Escenas de transversalidad política,Nuevas formas de intervención,,2016-11-30 10:12:03,0,0_político_política_electoral,10.583856,4.715435,8.119475,4.9920397
954,Romper el pacto de silencio,Sobre la denuncia de Carolina Aguirre contra su ex,,2016-11-30 17:09:33,25,25_violencia_feminismo_feminista,6.466257,3.717304,8.853909,-4.2874985
955,La posibilidad de una isla,"Cuba, Fidel y el día después",,2016-12-01 10:19:36,35,35_cubano_cubana_cuba,10.793238,3.788391,5.7065005,2.9391463
956,Hacete preñar,Pescarmona y el embarazo adolescente,,2016-12-02 14:22:58,7,7_aborto_abortar_anticonceptivo,5.085351,4.029868,9.711735,-6.082066
957,Todo sobre tus células madre,Mitos y verdades del cordón umbilical,,2016-12-05 10:17:20,39,39_morir_muerte_moribundo,7.1431384,7.1520977,9.024248,-1.2876953
958,Auriculares para pensar,La vida con sonido,,2016-12-06 10:20:34,31,31_digital_internet_tecnología,7.189524,5.0477962,10.742747,1.7975562
959,Calamaro: una playlist de mil horas,El rey de la canción,,2016-12-07 07:40:27,22,22_música_musical_músico,8.842912,1.8688874,14.972374,-4.0497937
960,Campusano: el cineasta bruto,Conurbano films,,2016-12-07 18:36:15,29,29_ficción_protagonista_personaje,8.558023,2.707756,10.984021,-2.0669944
961,"Macri-Carrió, condenados a un destino común",Un año del gobierno de Cambiemos,,2016-12-09 09:32:49,0,0_político_política_electoral,11.707468,5.5083795,7.442803,5.3957977
962,"Detrás de toda gran mujer, hay otra gran mujer",Cómo construir una sociedad igualitaria,,2016-12-12 09:32:20,1,1_feminismo_feminista_patriarcado,5.221874,4.0927176,10.409749,-4.249318
963,La postverdad,Las noticias falsas y el futuro del periodismo,,2016-12-13 10:26:58,14,14_mediático_periodístico_político,7.648738,5.267585,10.650755,2.4653115
964,El asado no se come,Primera experiencia en Realidad Virtual,,2016-12-14 18:28:40,15,15_sindicalismo_reforma_político,8.430662,7.697918,7.013072,0.30104128
965,"Carne argentina, carne podrida",Primera experiencia en Realidad Virtual,,2016-12-14 18:28:56,1,1_feminismo_feminista_patriarcado,8.407043,7.763469,9.736532,-2.847908
966,Es difícil ser mujer en Tatooine,El lado oscuro de Star Wars,,2016-12-16 08:45:48,1,1_feminismo_feminista_patriarcado,5.588863,3.120435,9.978342,-3.9361782
967,Detrás de la barba roja,El año Messi,,2016-12-19 13:23:00,2,2_fifa_futbolista_fútbol,10.721264,2.1039832,5.126039,11.550708
968,Congreso: el año de la rosca,Balance del año legislativo,,2016-12-20 10:38:19,0,0_político_política_electoral,11.839037,6.3213477,7.9818373,4.8080306
969,Diario de un bordador,"Hilos, masculinidades y mercado",,2016-12-21 10:47:05,24,24_arte_artes_art,8.0368595,3.7643383,12.536337,-2.2128747
970,En busca del Apache,Carlos Tevez,,2016-12-22 15:21:58,2,2_fifa_futbolista_fútbol,9.850459,2.181211,5.6927643,11.368622
971,Ganancias: lo técnico es político,Debate por los impuestos y la renta,,2016-12-23 11:08:59,4,4_déficit_deuda_endeudamiento,9.279761,8.177637,10.557257,5.3720465
972,Ciencia para qué,El recorte en el CONICET,,2016-12-24 11:21:39,37,37_astrónomo_ciencia_universo,7.7059007,7.060174,9.066464,1.5430121
973,Escrachados,Futbolistas al desnudo,,2016-12-26 10:10:49,1,1_feminismo_feminista_patriarcado,10.930837,2.3164532,9.380098,-4.086608
974,Se apagó como el segundo semestre,Cambios en el gabinete de Macri,,2016-12-27 11:38:30,4,4_déficit_deuda_endeudamiento,10.202933,7.7842565,8.370239,4.4393706
975,Líbranos del mal,Exorcismos,,2016-12-28 11:54:03,13,13_papal_catolicismo_arzobispo,11.737517,2.6455114,7.1078076,-2.1751275
976,Tecno optimismo,Política y tecnología: balance 2016,,2016-12-29 10:46:19,17,17_innovación_tecnológico_tecno,7.749108,6.654949,9.849033,1.6703004
977,"Turismo Carretera, la última trinchera del machismo","Deporte, masculinidad y misoginia",,2016-12-30 09:00:36,1,1_feminismo_feminista_patriarcado,10.975906,2.1771371,9.616822,-3.7392359
978,Desayuno en Flandres,Refugiados en las calles de París,,2017-01-03 12:14:22,36,36_holocausto_terrorista_siria,10.427274,7.6448026,7.0915356,-0.57587206
979,Viajera anti beat,"Chile, Inglaterra y Turquía",Chile,2017-01-04 11:09:50,11,11_asesino_testimonio_testigo,9.311716,2.9441586,6.7534647,-1.6360755
980,Universo Lestido,Fotografía e intimidad,,2017-01-05 10:14:40,26,26_fotoperiodismo_retratar_retrato,7.7965875,3.1722023,12.840733,-3.3894336
981,La educación sexual,El mercado del sexo,,2017-01-06 10:52:00,1,1_feminismo_feminista_patriarcado,5.85515,3.8239205,9.626819,-4.288254
982,El día que Piglia llegó a los lectores chinos,Homenaje a Ricardo Piglia,,2017-01-09 12:41:26,3,3_literario_escritora_autor,8.031965,2.152191,6.677226,-5.458158
983,Esa india,Una defensa de Milagro Sala,,2017-01-10 10:16:58,1,1_feminismo_feminista_patriarcado,6.010767,3.443237,9.740918,-4.087613
984,Intelectuales de los suburbios,Literatura y sociedad,,2017-01-11 09:04:26,3,3_literario_escritora_autor,7.758413,4.842471,12.349689,-1.9862692
985,Cien torsos desnudos y ningún amor,Manifiesto antigrindr,LGBTIQ+; Orgullo,2017-01-12 10:54:44,1,1_feminismo_feminista_patriarcado,6.1452866,3.9999359,8.387519,-2.410516
986,Cuando la derecha empezó a volver,La tragedia de Curuguaty en Paraguay,,2017-01-13 09:25:34,20,20_ríos_río_arroyo,9.495592,4.5158186,7.6326785,3.3829918
987,La cárcel como depósito,Los problemas del servicio penitenciario,,2017-01-16 11:07:18,25,25_violencia_feminismo_feminista,9.379001,6.033607,9.047998,3.6681786
988,Los dilemas del periodismo de trinchera,La pelea entre Trump y los medios de comunicación,,2017-01-18 10:34:24,14,14_mediático_periodístico_político,12.152721,7.1408587,10.186055,2.9634483
989,Yo quiero que me entierren allá,Los relatos sobre mapuches de Hebe Uhart,,2017-01-19 10:10:44,42,42_padre_papá_hijo,9.0989,3.5303628,6.8914084,-2.9727097
990,Bienvenidos a la era de la conflictividad,Trump en la Casa Blanca,,2017-01-20 11:36:58,21,21_soviética_soviético_vladimir,11.757588,7.1517277,6.9655356,2.9594836
991,China: el plan Tevez,El Apache en Shanghai,,2017-01-23 13:41:37,2,2_fifa_futbolista_fútbol,9.047189,7.7142854,5.45583,11.05856
992,Ovillar,Identidad y memoria,,2017-01-24 12:54:26,11,11_asesino_testimonio_testigo,9.723913,3.5152326,6.7968936,-1.5635794
993,Sigo sin entender cuándo es violación,Humor y feminismo,,2017-01-25 10:56:23,1,1_feminismo_feminista_patriarcado,5.6550207,3.4559884,9.6219225,-3.5646553
994,Nos equivocamos en todo,Periodismo y política,,2017-01-26 13:04:34,19,19_periodista_periodístico_periódico,10.521954,6.0794883,12.789837,1.3852377
995,"Nena, yo te llevo a probar",Fútbol y género,,2017-01-27 12:29:37,2,2_fifa_futbolista_fútbol,10.983646,2.13697,5.837089,11.582935
996,¿Por qué mataba Robledo Puch?,La crónica de Osvaldo Soriano,,2017-01-30 06:36:01,11,11_asesino_testimonio_testigo,8.205399,4.245658,7.6193004,-2.2792664
997,El absurdo de la extranjería,Macri y la migración,,2017-01-31 14:10:20,36,36_holocausto_terrorista_siria,9.345492,6.2039537,7.305751,3.064638
998,"Para empezar, el muro",La era Trump,,2017-02-01 11:57:27,35,35_cubano_cubana_cuba,11.966619,6.9879003,6.6645684,3.0408165
999,Más que sensiblería y motivación,La crisis de la política y la nueva comunicación,,2017-02-02 10:37:14,14,14_mediático_periodístico_político,8.303029,5.8695817,9.9926,3.0235434
1000,Los chinos no tienen honor,Original vs copia,,2017-02-03 11:59:37,39,39_morir_muerte_moribundo,7.3850255,6.261063,10.093027,-0.19267388
1001,Los desaparecidos del Paraná,Policía de Santa Fe,,2017-02-06 12:09:29,20,20_ríos_río_arroyo,9.238174,4.226878,5.35201,-1.4031831
1002,Víctimas de segunda,Estadísticas de muertes en las villas de San Martín,,2017-02-07 12:37:00,39,39_morir_muerte_moribundo,8.262155,5.4817266,9.218999,-1.2846593
1003,Contra las reglas del género,Homenaje a Todorov,,2017-02-08 11:22:25,3,3_literario_escritora_autor,9.133252,3.081466,6.8499174,-5.336032
1004,Dime de dónde vienes,Inmigración en la Villa 21/24,,2017-02-09 10:56:00,41,41_pobreza_inmobiliario_habitante,9.586523,5.483338,6.8593855,-0.5556912
1005,Cómo ganar premios,Anfibia en el Festival de Rotterdam,,2017-02-10 13:00:38,38,38_bailarín_tango_protagonista,7.694333,4.066452,11.03456,-2.0248592
1006,Taller de crónica de viaje: Entrenar la mirada,Talleres Anfibia 2017,,2017-02-13 10:58:28,19,19_periodista_periodístico_periódico,7.63756,4.3665833,12.749431,0.8292986
1007,El juez infiltrado,Narcotráfico en la justicia,,2017-02-13 12:25:23,23,23_justicia_judicial_juzgado,9.541688,5.1193647,11.3947735,4.2589235
1008,"La La Land, oda al amor descartable",Reivindicación de lo efímero,,2017-02-14 11:09:31,29,29_ficción_protagonista_personaje,7.74614,3.1041493,10.858667,-2.1384945
1009,El macho progre y su educación sentimental,¿Varones antipatriarcales?,,2017-02-15 10:41:31,1,1_feminismo_feminista_patriarcado,5.5193214,3.175722,9.608332,-4.2495775
1010,Hacete amigo del Big Data,El poder de los datos masivos,,2017-02-16 11:26:56,17,17_innovación_tecnológico_tecno,7.235037,6.3724303,9.886497,1.4795908
1011,Narrativas de Género,Talleres Anfibia 2017,,2017-02-16 13:14:18,1,1_feminismo_feminista_patriarcado,5.1143317,3.0935864,9.250094,-4.294573
1012,Nunca tuvimos lo que el inmigrante nos robó,Savloj Zizek y el problema del otro,,2017-02-17 11:18:26,27,27_israel_netanyahu_israelí,8.639674,6.1808214,14.581608,6.3720565
1013,Los elegidos,Abusos en la Iglesia Católica,,2017-02-17 15:47:15,13,13_papal_catolicismo_arzobispo,10.570631,3.2800133,-1.6804852,7.6058207
1014,Tiempo muerto,Largas esperas en los sistemas de salud,,2017-02-21 11:10:08,39,39_morir_muerte_moribundo,7.0439773,7.2023683,9.041939,-0.9304787
1015,Historia y periodismo: técnicas de no ficción para narrar el pasado,Talleres Anfibia 2017,,2017-02-22 14:17:30,13,13_papal_catolicismo_arzobispo,7.610464,3.929896,-1.7324576,7.5399127
1016,Me clavó el visto,WhatsApp,,2017-02-23 12:13:10,31,31_digital_internet_tecnología,6.760483,5.089993,10.790823,1.6732247
1017,Correogate y antipolítica,"Nuevas demandas, viejos relatos",,2017-02-24 10:26:14,0,0_político_política_electoral,11.674602,6.4083943,8.003413,5.0596476
1018,"Qué leés, qué mirás, qué clickeas",Las noticias más leídas,,2017-03-02 09:44:45,14,14_mediático_periodístico_político,8.075459,4.9487996,10.339734,2.824084
1019,Populistas fuimos todos,El discurso de Macri en el Congreso,,2017-03-02 15:11:40,0,0_político_política_electoral,11.151115,6.2133937,8.060777,5.407978
1020,La ideología del voluntariado,Conflicto docente,,2017-03-03 13:02:46,5,5_pedagógico_enseñanza_escolar,5.8075395,5.7232127,3.614912,-3.1518166
1021,Elvira y la vanguardia prudente del feminismo,#8M,,2017-03-06 11:03:42,1,1_feminismo_feminista_patriarcado,6.1540937,2.6503932,10.013285,-4.4720373
1022,Parto respetado: aguantate sola,#8M,,2017-03-07 11:50:56,7,7_aborto_abortar_anticonceptivo,4.7514243,3.3923426,9.228609,-2.944288
1023,Fecha de vencimiento,La marcha y el paro,,2017-03-07 19:18:47,15,15_sindicalismo_reforma_político,10.074844,7.2756863,6.416173,1.4356275
1024,Yo marcho,#8M,8M: Paro internacional y plurinacional de mujeres y disidencias,2017-03-08 10:36:08,1,1_feminismo_feminista_patriarcado,5.909985,3.318221,9.874323,-3.752344
1025,Hartas,#8M,8M; 8M: Paro internacional y plurinacional de mujeres y disidencias,2017-03-08 12:50:55,1,1_feminismo_feminista_patriarcado,5.1359315,2.8212085,10.062793,-4.4973783
1026,Felicidad y cacería,#8M,8M: Paro internacional y plurinacional de mujeres y disidencias,2017-03-09 12:03:42,1,1_feminismo_feminista_patriarcado,10.337707,4.0947647,10.230713,-4.326875
1027,Con lo que cuesta armar un full,El acto de la CGT,,2017-03-09 16:10:12,15,15_sindicalismo_reforma_político,9.978714,7.1438346,8.408382,3.8716006
1028,Las incapaces,Las conquistas de las mujeres,,2017-03-10 10:43:17,1,1_feminismo_feminista_patriarcado,5.495273,3.3307593,9.503331,-4.1258616
1029,El comentario desubicado en el aula,#8M,,2017-03-10 14:57:41,1,1_feminismo_feminista_patriarcado,6.082829,3.7772245,9.142302,-4.6736155
1030,La sanata condenatoria,Indio Solari en Olavarría,Indio Solari,2017-03-13 01:02:00,38,38_bailarín_tango_protagonista,8.841242,5.059187,14.095584,-3.8152413
1031,La maldición del pogo más grande del mundo,El Indio en Olavarría,Indio Solari,2017-03-13 08:35:00,38,38_bailarín_tango_protagonista,8.565762,3.2420504,14.14562,-3.8761835
1032,Bien adentro,Cultura del aguante,,2017-03-13 10:57:19,38,38_bailarín_tango_protagonista,8.406417,2.9685726,14.207974,-3.8577085
1033,Red social,Indio Solari en Olavarría,,2017-03-14 12:45:05,14,14_mediático_periodístico_político,7.9765463,4.5349364,10.883547,2.08378
1034,Lenin está vivo,A cien años de la revolución rusa,,2017-03-15 12:07:25,21,21_soviética_soviético_vladimir,11.353646,7.5402064,14.044835,4.1049447
1035,"Milani, el obediente",Derechos Humanos y contradicciones,,2017-03-16 10:37:52,23,23_justicia_judicial_juzgado,10.474481,4.8665333,11.231169,3.956769
1036,Bad hombres,Los perseguidos por Trump,,2017-03-17 10:13:37,35,35_cubano_cubana_cuba,11.89242,6.9811463,6.7019367,2.8971593
1037,"""Ya es tarde""",Los días previos al Golpe,,2017-03-18 08:23:13,10,10_boliviano_bolivia_político,10.018703,4.675787,7.124227,3.1812181
1038,Cuerpos del delito,La muerte de la militante trans Angie Velázquez Ramírez,,2017-03-20 14:12:25,23,23_justicia_judicial_juzgado,8.891631,4.0442014,8.303933,-3.4273772
1039,Todos los misterios de la Carta de Walsh,A 40 años de la desaparición de Rodolfo Walsh,24M: Día de la memoria por la verdad y la justicia; Rodolfo Walsh,2017-03-21 11:12:53,20,20_ríos_río_arroyo,8.576115,2.9153066,6.734488,-1.4234623
1040,La Carta de Walsh: fuentes consultadas,,,2017-03-21 12:29:03,19,19_periodista_periodístico_periódico,7.7004566,2.5782135,12.924386,1.031941
1041,Caer en la pública,Educación pública y privada,,2017-03-22 08:24:12,5,5_pedagógico_enseñanza_escolar,5.839311,5.7612133,3.689731,-3.352467
1042,Derecho al piquete,Protesta social,,2017-03-22 13:01:03,0,0_político_política_electoral,10.807793,6.400177,8.418842,4.149506
1043,La unión,Marcha Federal de Educación,,2017-03-22 20:58:21,5,5_pedagógico_enseñanza_escolar,5.883022,5.6529326,3.8108935,-3.247232
1044,"Soñar con Thatcher, despertar con Galtieri","Docentes, orgullo y conflicto",,2017-03-23 16:17:38,5,5_pedagógico_enseñanza_escolar,5.8563123,5.7022624,3.7086315,-3.1133223
1045,El cazador oculto,"Escrache, memoria, justicia",24M: Día de la memoria por la verdad y la justicia; Derechos Humanos; Dictadura,2017-03-23 19:49:27,23,23_justicia_judicial_juzgado,9.774613,4.3046646,7.7389565,-1.326273
1046,Memorias del papel,A 41 años del Golpe Militar,,2017-03-23 19:59:03,11,11_asesino_testimonio_testigo,9.714058,4.645118,7.5457263,-2.502655
1047,Abrir la ciencia,Sistemas de evaluación científica,,2017-03-27 10:45:40,37,37_astrónomo_ciencia_universo,7.739923,7.034398,9.865694,0.2767857
1048,Cómo derrotar a la ultraderecha,"Derrota del ""Trump holandés"" en una elección clave para Europa",,2017-03-28 09:40:37,10,10_boliviano_bolivia_político,11.133334,6.720505,7.2316723,4.4449325
1049,Medio enemigo,Políticas de comunicación en la región,Escuela de Política y Gobierno; UNSAM,2017-03-28 14:53:04,0,0_político_política_electoral,8.041105,5.0530453,7.7971168,4.644869
1050,Tenemos histeria porque no tenemos fútbol,La Selección y el mundial,,2017-03-29 11:06:42,2,2_fifa_futbolista_fútbol,10.760003,2.1251395,5.1782393,11.204504
1051,El buen migrante,La nueva legislación sobre extranjería,,2017-03-29 14:12:25,1,1_feminismo_feminista_patriarcado,8.78759,6.0836496,7.1872263,0.4978914
1052,Spregelburd y una nueva ética de la ficción,,,2017-03-30 10:47:20,24,24_arte_artes_art,8.604487,2.6330798,12.676147,-2.2536335
1053,"Dos tumbas, un cuerpo",A 4 años de la inundación de La Plata,,2017-03-31 09:23:10,42,42_padre_papá_hijo,9.031887,4.2221656,7.3928328,-2.5808568
1054,El sueño de la plaza propia,Sentidos y consecuencias del #1A,,2017-04-03 11:27:55,0,0_político_política_electoral,11.088785,6.276825,8.117068,5.080663
1055,"Botín en bolso, fusil al hombro",Futbolistas en Malvinas,Fútbol; Malvinas; Mundial de fútbol,2017-04-03 15:37:56,2,2_fifa_futbolista_fútbol,10.860515,2.1783519,5.432906,11.244281
1056,El desencanto de Caracas,La crisis de Venezuela,,2017-04-04 11:41:08,10,10_boliviano_bolivia_político,11.344851,4.074189,7.6773953,4.2479057
1057,Desde arriba no se ve,La CGT y el paro,,2017-04-05 09:22:57,15,15_sindicalismo_reforma_político,9.749476,7.250976,6.3617964,1.3504742
1058,Lejos de la revolución,Centenario de la revuelta bolchevique,Internacional; Rusia,2017-04-07 09:00:00,21,21_soviética_soviético_vladimir,11.351867,7.4472384,14.136072,4.162889
1059,Siempre iremos a la plaza,El 24 de marzo en Realidad Virtual,24M: Día de la memoria por la verdad y la justicia; Abuelas de Plaza de Mayo; Derechos Humanos,2017-04-07 12:21:24,11,11_asesino_testimonio_testigo,9.951638,3.7114773,8.287353,-2.8923206
1060,Narrativas Digitales,Talleres Anfibia 2017,,2017-04-10 15:31:35,31,31_digital_internet_tecnología,7.2582245,5.384062,10.861323,1.950056
1061,Ajuste político y batalla cultural,Polarización,,2017-04-11 10:39:00,0,0_político_política_electoral,5.8051057,5.7640057,7.7894893,4.9483833
1062,La cautiva,El femicidio de Micaela,,2017-04-11 16:00:15,23,23_justicia_judicial_juzgado,6.5674176,4.0333204,8.424766,-3.7578194
1063,"""Que los cazadores de violencia no hablen por nosotras""",Asamblea a cielo abierto por Micaela,Higui; LGBTIQ+,2017-04-12 11:27:52,1,1_feminismo_feminista_patriarcado,5.3208733,3.1551611,9.251938,-4.336135
1064,"Ni machos, ni fachos",Una agenda feminista para la Justicia,#NiUnaMenos; Punitivismo,2017-04-12 19:56:38,25,25_violencia_feminismo_feminista,5.6118746,3.2122457,8.618587,-4.1269665
1065,La humanidad paralela,Inteligencia artificial,,2017-04-17 12:00:47,17,17_innovación_tecnológico_tecno,7.2005444,6.5446644,9.870808,1.4771956
1066,"Cuerpos, amor, intimidad",Talleres Anfibia 2017,,2017-04-17 15:03:57,39,39_morir_muerte_moribundo,7.35944,3.2099516,9.569375,-2.1334906
1067,"Narrar el deporte: historias, pasión y negocios",Talleres Anfibia 2017,,2017-04-17 15:58:53,19,19_periodista_periodístico_periódico,7.8043933,4.6031795,12.582959,0.79405725
1068,Ponele emoji a todo,Comunicación visual y cultura digital,,2017-04-18 12:01:03,31,31_digital_internet_tecnología,7.1402235,5.458573,10.743131,1.6945959
1069,"Oscar Bony, la traición del estilo",Fotografía y arte,,2017-04-18 17:55:13,26,26_fotoperiodismo_retratar_retrato,7.9250736,3.4739425,12.831538,-3.2134142
1070,¿A quién le importa el cine argentino?,"Cine, Estado y Nación",,2017-04-19 11:53:18,14,14_mediático_periodístico_político,7.6817017,4.942732,10.773682,1.465978
1071,Bajo el asfalto,El transporte público subterráneo,,2017-04-20 09:04:03,15,15_sindicalismo_reforma_político,9.640667,7.060029,6.76298,0.962451
1072,Periodismo y Cultura Gastronómica,Talleres Anfibia 2017,,2017-04-21 11:50:40,19,19_periodista_periodístico_periódico,7.7770314,4.53795,13.093404,0.9879152
1073,El feminismo pesimista,Igualdad de género y capitalismo,,2017-04-21 12:01:04,1,1_feminismo_feminista_patriarcado,6.1730857,2.663413,10.04272,-4.4559956
1074,"Una foto, una época",El registro de la historia reciente argentina,,2017-04-24 10:59:57,26,26_fotoperiodismo_retratar_retrato,8.1755085,3.4606159,12.869943,-3.398767
1075,La utopía tecno de salvarse solo,Las consecuencias del capitalismo,,2017-04-25 12:32:50,17,17_innovación_tecnológico_tecno,7.806352,7.380006,8.777233,1.6368935
1076,Los obreros de Trump,El proteccionismo de Trump,,2017-04-26 11:36:22,15,15_sindicalismo_reforma_político,11.929107,7.0124383,6.589904,1.4305152
1077,Las cien vidas de Amaranta,Identidad indígena y de género,,2017-04-27 11:27:36,1,1_feminismo_feminista_patriarcado,5.8713226,3.5485537,9.298905,-3.440505
1078,No la buscaron,El femicidio de Araceli Fulles,#NiUnaMenos,2017-04-28 12:41:20,25,25_violencia_feminismo_feminista,6.1709642,3.8479285,8.795322,-4.1816483
1079,Anfibia en la Feria del Libro 2017,En el stand UNSAM Edita,,2017-04-28 14:36:54,19,19_periodista_periodístico_periódico,7.934328,4.3351865,12.617606,0.8611308
1080,"El narcopatriarcado y ""las pibas""",La trama social del femicidio,,2017-05-02 12:18:14,25,25_violencia_feminismo_feminista,6.276294,5.0193615,8.763134,-3.143662
1081,Los fracasados,Las elecciones en Francia,,2017-05-03 10:25:18,0,0_político_política_electoral,11.967867,6.2999644,7.2778273,4.685012
1082,Los cruzarás en la calle,Derechos Humanos y el 2x1,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,2017-05-03 19:49:48,23,23_justicia_judicial_juzgado,9.851438,5.049586,11.351277,4.260322
1083,Como si fuera uno más,Derechos Humanos y el 2x1,,2017-05-04 14:13:41,23,23_justicia_judicial_juzgado,9.61319,4.125743,6.682194,-1.3719352
1084,"El periodista, el militante y el presidente",Debatir el kirchnerismo,,2017-05-05 11:13:30,0,0_político_política_electoral,11.432583,5.373957,9.516805,3.3448799
1085,Madres en la trampa del amor romántico,Nueva maternidad,,2017-05-05 13:07:36,1,1_feminismo_feminista_patriarcado,5.3830194,3.9822953,10.01591,-3.2635038
1086,"Sexo, robotas y machismo",Algoritmos y porno,,2017-05-08 10:22:59,1,1_feminismo_feminista_patriarcado,6.004149,3.8881638,9.800188,-4.262421
1087,La Corte no lo hizo,Derechos Humanos y el 2x1,,2017-05-09 14:02:55,23,23_justicia_judicial_juzgado,9.987179,5.527076,11.278278,4.288021
1088,La testigo desprotegida,Caso Melina Romero,,2017-05-09 15:51:22,25,25_violencia_feminismo_feminista,8.785496,4.1509194,8.427297,-3.7796867
1089,Los temerarios,Derechos Humanos y el 2x1,Derechos Humanos; Lesa Humanidad,2017-05-10 09:58:47,23,23_justicia_judicial_juzgado,9.982004,5.408563,11.123311,4.327999
1090,Querido 2x1,Derechos Humanos y el 2x1,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos; Lesa Humanidad,2017-05-10 14:08:03,40,40_manifestación_feminista_multitud,8.383999,3.8642824,9.1714945,4.9005165
1091,"Compensen el terror, los años perdidos",Derechos Humanos y el 2x1,24M: Día de la memoria por la verdad y la justicia; 2x1 a genocidas; Derechos Humanos,2017-05-10 15:52:27,23,23_justicia_judicial_juzgado,8.600103,3.9517913,11.081298,3.9219832
1092,Los tenaces,Derechos humanos y el 2x1,Derechos Humanos; Lesa Humanidad,2017-05-11 10:56:24,0,0_político_política_electoral,10.87707,6.635778,9.2532425,4.398542
1093,Los dueños de la ciencia,Quién legitima la ciencia,,2017-05-15 11:15:41,37,37_astrónomo_ciencia_universo,7.944972,5.0127187,9.921765,0.18178776
1094,"Chingo de amor, no al pinche silencio",El asesinato de Javier Valdez,Rossana Reguillo,2017-05-16 12:07:00,19,19_periodista_periodístico_periódico,8.56574,4.1633105,13.042054,1.1488117
1095,La fábula del vago y el emprendedor,Trabajo y ocio,,2017-05-17 10:44:16,15,15_sindicalismo_reforma_político,9.239342,6.8393803,6.367297,1.2915127
