Topic,Words,Frequency,Timestamp,Name
37,"dinosaurio, dinosaurios, fósil, paleontológico, paleontología",1,2015-11-21 12:00:00.000,37_astrónomo_ciencia_universo_teoría
38,"kirchnerismo, melancolía, despedida, muerto, hormigueo",1,2015-11-21 12:00:00.000,38_bailarín_tango_protagonista_ballet
39,"envejecimiento, envejecer, edad, adulto, geriátrico",1,2015-11-21 12:00:00.000,39_morir_muerte_moribundo_cadáver
40,"dictadora, dictadura, político, genocida, presidencia",1,2015-11-21 12:00:00.000,40_manifestación_feminista_multitud_mili...
41,"clientelismo, gobierno, política, político, discrecionalidad",2,2015-11-21 12:00:00.000,41_pobreza_inmobiliario_habitante_pobre
42,"paciencia, padre, lástima, carta, hijo",1,2015-11-21 12:00:00.000,42_padre_papá_hijo_abuelo
0,"político, política, oposición, democracia, presidencial",13,2016-03-29 03:36:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, masculinidad, patriarcado, mujeres",10,2016-03-29 03:36:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"jorge, campeón, partido, jugador, diego",2,2016-03-29 03:36:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, poeta, autor, escritor, libro",12,2016-03-29 03:36:00.000,3_literario_escritora_autor_literatura
4,"panameño, monetario, capitalismo, fiscal, panama",2,2016-03-29 03:36:00.000,4_déficit_deuda_endeudamiento_inflación
5,"creatividad, enseñar, creativo, aprender, docente",2,2016-03-29 03:36:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"masacre, víctima, violencia, roberto, afrodescendient",7,2016-03-29 03:36:00.000,6_asesinato_policía_policial_maldonado
7,"maternidad, aborto, abortar, bebé, materna",1,2016-03-29 03:36:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"epidemia, infectado, dengue, virus, enfermedad",3,2016-03-29 03:36:00.000,8_epidemia_vacunar_virus_vacuna
10,"venezuela, venezolano, político, política, oposición",2,2016-03-29 03:36:00.000,10_boliviano_bolivia_político_política
11,"víctima, testimonio, detenido, testigo, acusado",5,2016-03-29 03:36:00.000,11_asesino_testimonio_testigo_víctima
12,"nuclear, nucleares, uranio, reactor, atómico",1,2016-03-29 03:36:00.000,12_economía_económico_futuro_ambiental
13,"papal, catolicismo, sacerdote, católico, religioso",3,2016-03-29 03:36:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, periodístico, público, noticia, periodista",4,2016-03-29 03:36:00.000,14_mediático_periodístico_político_perio...
15,"sindicalista, laboral, obrero, trabajador, sindicalismo",6,2016-03-29 03:36:00.000,15_sindicalismo_reforma_político_polític...
16,"impeachment, brasil, brasileño, político, presidencia",2,2016-03-29 03:36:00.000,16_brasil_brasilero_brasilia_brasileño
17,"transporte, tránsito, urbanista, taxista, taxi",1,2016-03-29 03:36:00.000,17_innovación_tecnológico_tecno_tecnolog...
19,"periodista, periodístico, panameño, periódico, escritor",8,2016-03-29 03:36:00.000,19_periodista_periodístico_periódico_nar...
20,"guaraní, matanza, zapateo, litoraleño, humedal",2,2016-03-29 03:36:00.000,20_ríos_río_arroyo_agua
23,"defensor, testigo, político, arrepentido, kirchnerismo",4,2016-03-29 03:36:00.000,23_justicia_judicial_juzgado_condenar
24,"fashionista, fashion, moda, estético, diseñador",2,2016-03-29 03:36:00.000,24_arte_artes_art_estética
25,"víctima, asesinar, asesino, asesinato, violencia",7,2016-03-29 03:36:00.000,25_violencia_feminismo_feminista_violent...
28,"nerviosismo, irritabilidad, emocionalidad, estrés, ansiedad",1,2016-03-29 03:36:00.000,28_futuro_pandemia_crisis_pensamiento
29,"fama, violetta, polka, protagonista, sorprendente",1,2016-03-29 03:36:00.000,29_ficción_protagonista_personaje_melodr...
30,"cultural, cultura, pueblo, italiano, latinoamericano",5,2016-03-29 03:36:00.000,30_sociedad_comunitario_proyecto_comunid...
32,"terremoto, devastación, desastre, muerto, ecuador",1,2016-03-29 03:36:00.000,32_catástrofe_desastre_tragedia_terremot...
34,"nelson, escrito, alfonsín, libro, carlos",6,2016-03-29 03:36:00.000,34_película_personaje_actor_hombre
35,"cubano, cuba, mexicano, habana, hombre",1,2016-03-29 03:36:00.000,35_cubano_cubana_cuba_chile
36,"terrorista, terrorismo, holocausto, jihad, político",6,2016-03-29 03:36:00.000,36_holocausto_terrorista_siria_europa
37,"científico, investigador, ciencia, laboratorio, profesor",3,2016-03-29 03:36:00.000,37_astrónomo_ciencia_universo_teoría
38,"dramaturgo, dramaturgia, actor, panelista, artista",2,2016-03-29 03:36:00.000,38_bailarín_tango_protagonista_ballet
39,"padre, morir, tragedia, luto, hijo",2,2016-03-29 03:36:00.000,39_morir_muerte_moribundo_cadáver
40,"masacre, asesino, violencia, odio, asesinado",2,2016-03-29 03:36:00.000,40_manifestación_feminista_multitud_mili...
41,"política, gobierno, vecino, ciudad, policía",3,2016-03-29 03:36:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"republicano, política, político, presidencial, conservador",22,2016-08-04 19:12:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, mujeres, opresión, género",9,2016-08-04 19:12:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"campeón, jugadora, deportivo, deporte, jugador",3,2016-08-04 19:12:00.000,2_fifa_futbolista_fútbol_deporte
3,"poeta, literario, poético, poesía, escritor",18,2016-08-04 19:12:00.000,3_literario_escritora_autor_literatura
4,"invertir, empresario, economía, económico, político",2,2016-08-04 19:12:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñar, docente, educativo, disciplinario",4,2016-08-04 19:12:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"comisaría, proteccionista, asesinato, secuestrar, matar",4,2016-08-04 19:12:00.000,6_asesinato_policía_policial_maldonado
7,"maternidad, pobre, embarazo, pobreza, madre",1,2016-08-04 19:12:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"galgo, pasillo, guardia, trapito, veterinario",2,2016-08-04 19:12:00.000,8_epidemia_vacunar_virus_vacuna
10,"colombiano, colombia, bolivia, venezuela, político",4,2016-08-04 19:12:00.000,10_boliviano_bolivia_político_política
11,"hijo, padre, niña, víctima, chico",4,2016-08-04 19:12:00.000,11_asesino_testimonio_testigo_víctima
12,"gas, energía, energético, producción, cobrar",1,2016-08-04 19:12:00.000,12_economía_económico_futuro_ambiental
13,"predicador, religión, sacerdote, religioso, fe",4,2016-08-04 19:12:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, cibercultura, periodístico, periodista, noticia",4,2016-08-04 19:12:00.000,14_mediático_periodístico_político_perio...
15,"sindicalismo, laboral, ejecutivo, empleado, organización",4,2016-08-04 19:12:00.000,15_sindicalismo_reforma_político_polític...
16,"brasil, brasileño, impeachment, bolsonaro, responsabilidad",1,2016-08-04 19:12:00.000,16_brasil_brasilero_brasilia_brasileño
19,"periodista, periodístico, noticia, hiroshima, narrativo",2,2016-08-04 19:12:00.000,19_periodista_periodístico_periódico_nar...
21,"rusia, ruso, soviético, soviética, kremlin",1,2016-08-04 19:12:00.000,21_soviética_soviético_vladimir_rusia
22,"música, musical, rockero, músico, solista",3,2016-08-04 19:12:00.000,22_música_musical_músico_rapero
23,"judicial, proporcionalidad, juez, tribunal, legitimidad",1,2016-08-04 19:12:00.000,23_justicia_judicial_juzgado_condenar
25,"asesino, víctima, culpar, violencia, asesinato",4,2016-08-04 19:12:00.000,25_violencia_feminismo_feminista_violent...
26,"fotogalería, fotógrafo, retratar, fotográfico, fotografía",4,2016-08-04 19:12:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
29,"protagonista, película, protagonizado, mito, famoso",2,2016-08-04 19:12:00.000,29_ficción_protagonista_personaje_melodr...
30,"amazónico, amazonas, expedición, explorador, selva",1,2016-08-04 19:12:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"pedagógico, cultura, practicar, sociedad, audiovisual",2,2016-08-04 19:12:00.000,31_digital_internet_tecnología_móvil
32,"parís, francia, exilado, exiliado, refugiado",1,2016-08-04 19:12:00.000,32_catástrofe_desastre_tragedia_terremot...
34,"protagonista, narrador, discípulo, profeta, muhammad",4,2016-08-04 19:12:00.000,34_película_personaje_actor_hombre
35,"cubano, cubana, republicano, cuba, mexicano",2,2016-08-04 19:12:00.000,35_cubano_cubana_cuba_chile
36,"frontera, migratorio, europeo, europea, cruzar",1,2016-08-04 19:12:00.000,36_holocausto_terrorista_siria_europa
37,"detector, observatorio, cósmico, astrofísica, astronomía",1,2016-08-04 19:12:00.000,37_astrónomo_ciencia_universo_teoría
38,"ballet, bailarín, bailarina, teatro, teatral",1,2016-08-04 19:12:00.000,38_bailarín_tango_protagonista_ballet
39,"maternidad, madre, padre, bebé, hijo",2,2016-08-04 19:12:00.000,39_morir_muerte_moribundo_cadáver
40,"político, política, fiesta, público, gobierno",2,2016-08-04 19:12:00.000,40_manifestación_feminista_multitud_mili...
41,"venezuela, político, política, país, nacional",3,2016-08-04 19:12:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, democracia, oposición, electoral",8,2016-12-11 10:48:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, mujeres, patriarcado, patriarcal",12,2016-12-11 10:48:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, fútbol, futbolístico, fifa, entrenador",8,2016-12-11 10:48:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, autor, escritor, carta, relato",4,2016-12-11 10:48:00.000,3_literario_escritora_autor_literatura
4,"reforma, gobierno, contribuyente, político, política",3,2016-12-11 10:48:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, educador, enseñanza, docente, educativo",5,2016-12-11 10:48:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"dictadura, tortura, comisaría, robledo, represor",9,2016-12-11 10:48:00.000,6_asesinato_policía_policial_maldonado
10,"venezolano, venezuela, mexicano, oficialismo, méxico",2,2016-12-11 10:48:00.000,10_boliviano_bolivia_político_política
11,"prisión, detenido, detención, matar, delito",2,2016-12-11 10:48:00.000,11_asesino_testimonio_testigo_víctima
12,"vegetariano, carne, científico, ciencia, consumir",3,2016-12-11 10:48:00.000,12_economía_económico_futuro_ambiental
13,"catolicismo, católico, sacerdotal, arzobispo, sacerdote",2,2016-12-11 10:48:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, periodístico, periodista, noticia, político",7,2016-12-11 10:48:00.000,14_mediático_periodístico_político_perio...
15,"sindicalista, laboral, trabajadora, trabajador, sindicalismo",4,2016-12-11 10:48:00.000,15_sindicalismo_reforma_político_polític...
17,"inteligencia, inteligente, tecnológico, tecnología, tecno",3,2016-12-11 10:48:00.000,17_innovación_tecnológico_tecno_tecnolog...
19,"narrativo, periodista, narración, literatura, periodístico",4,2016-12-11 10:48:00.000,19_periodista_periodístico_periódico_nar...
21,"stalin, comunismo, soviética, soviético, comunista",3,2016-12-11 10:48:00.000,21_soviética_soviético_vladimir_rusia
23,"cárceles, encarcelamiento, cárcel, prisión, penitenciario",1,2016-12-11 10:48:00.000,23_justicia_judicial_juzgado_condenar
24,"festival, premio, político, prestigio, público",1,2016-12-11 10:48:00.000,24_arte_artes_art_estética
25,"discriminatorio, patriarcado, xenofobia, discriminación, patriarcal",5,2016-12-11 10:48:00.000,25_violencia_feminismo_feminista_violent...
26,"retrato, fotógrafo, fotografiar, fotografía, fotográfico",2,2016-12-11 10:48:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
28,"antagonismo, racismo, ideológico, étnico, izquierdista",1,2016-12-11 10:48:00.000,28_futuro_pandemia_crisis_pensamiento
30,"sociedad, publicar, relevancia, cultura, artículo",3,2016-12-11 10:48:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"emoji, comunicar, comunicativo, mensaje, expresar",2,2016-12-11 10:48:00.000,31_digital_internet_tecnología_móvil
34,"autor, dramaturgo, literario, literatura, narrador",3,2016-12-11 10:48:00.000,34_película_personaje_actor_hombre
35,"mexicano, méxico, centroamericano, cubano, cuba",1,2016-12-11 10:48:00.000,35_cubano_cubana_cuba_chile
37,"originalidad, chino, conciencia, nihilista, esencia",2,2016-12-11 10:48:00.000,37_astrónomo_ciencia_universo_teoría
38,"enamorado, amoroso, sebastian, pasión, cantar",4,2016-12-11 10:48:00.000,38_bailarín_tango_protagonista_ballet
39,"paciente, paciencia, demorar, médico, hospital",1,2016-12-11 10:48:00.000,39_morir_muerte_moribundo_cadáver
40,"marcha, caminar, marchar, agitar, marzo",2,2016-12-11 10:48:00.000,40_manifestación_feminista_multitud_mili...
41,"refugiado, víctima, pobreza, homicidio, habitante",2,2016-12-11 10:48:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, electoral, electorado, voto",21,2017-04-19 02:24:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, patriarcado, mujeres, patriarcal",13,2017-04-19 02:24:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolero, fútbol, televisivo, televisación, espectador",1,2017-04-19 02:24:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, escritora, autor, escritor, poeta",8,2017-04-19 02:24:00.000,3_literario_escritora_autor_literatura
4,"brasil, brasileño, político, régimen, política",1,2017-04-19 02:24:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñanza, enseñar, docente, escolar",8,2017-04-19 02:24:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"maldonado, desaparición, pueblo, matar, detenido",9,2017-04-19 02:24:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, abortar, democracia, feminista, patriarcado",2,2017-04-19 02:24:00.000,7_aborto_abortar_anticonceptivo_embarazo
10,"venezuela, dictatorial, bolivia, nicaragua, político",1,2017-04-19 02:24:00.000,10_boliviano_bolivia_político_política
11,"testimonio, testigo, víctima, condenado, denunciar",4,2017-04-19 02:24:00.000,11_asesino_testimonio_testigo_víctima
12,"tecnológico, extinción, planeta, capitalista, tecnología",1,2017-04-19 02:24:00.000,12_economía_económico_futuro_ambiental
13,"militante, kirchnerismo, político, política, catolicismo",1,2017-04-19 02:24:00.000,13_papal_catolicismo_arzobispo_católica
14,"periodístico, periodista, editorial, noticia, news",7,2017-04-19 02:24:00.000,14_mediático_periodístico_político_perio...
15,"desempleo, obrero, laboral, trabajador, empleador",4,2017-04-19 02:24:00.000,15_sindicalismo_reforma_político_polític...
16,"brasil, brasilero, brasileño, brasilera, brasilia",4,2017-04-19 02:24:00.000,16_brasil_brasilero_brasilia_brasileño
19,"periodista, periodístico, narrativo, publicar, redacción",5,2017-04-19 02:24:00.000,19_periodista_periodístico_periódico_nar...
20,"mapudungun, macarena, mapuche, monte, santiago",1,2017-04-19 02:24:00.000,20_ríos_río_arroyo_agua
22,"hinduismo, cultura, espiritualidad, cultural, hindú",1,2017-04-19 02:24:00.000,22_música_musical_músico_rapero
23,"justicia, jurisprudencia, condenar, judicial, dictadura",7,2017-04-19 02:24:00.000,23_justicia_judicial_juzgado_condenar
24,"famoso, rico, atraer, autor, artístico",1,2017-04-19 02:24:00.000,24_arte_artes_art_estética
25,"moralizante, culpabilización, machista, violencia, víctima",2,2017-04-19 02:24:00.000,25_violencia_feminismo_feminista_violent...
26,"fotógrafo, fotográfico, retrato, fotografía, cámara",3,2017-04-19 02:24:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
29,"pantufla, casa, desaprobación, omnipotencia, soledad",1,2017-04-19 02:24:00.000,29_ficción_protagonista_personaje_melodr...
30,"régimen, político, política, legitimidad, autoridad",5,2017-04-19 02:24:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"hackeo, privacidad, paranoico, contraseña, seguridad",1,2017-04-19 02:24:00.000,31_digital_internet_tecnología_móvil
32,"iraquí, sunito, irak, desaparición, desaparecido",1,2017-04-19 02:24:00.000,32_catástrofe_desastre_tragedia_terremot...
36,"siria, refugiados, refugiada, refugiado, irak",1,2017-04-19 02:24:00.000,36_holocausto_terrorista_siria_europa
39,"pseudociencia, medicina, terapéutico, cura, clínico",1,2017-04-19 02:24:00.000,39_morir_muerte_moribundo_cadáver
41,"sociedad, emprendedor, humanidad, estrategia, sabiduría",2,2017-04-19 02:24:00.000,41_pobreza_inmobiliario_habitante_pobre
42,"reconciliación, regalar, lamentar, resentido, entregar",1,2017-04-19 02:24:00.000,42_padre_papá_hijo_abuelo
0,"político, política, electoral, debate, candidato",34,2017-08-25 18:00:00.000,0_político_política_electoral_candidato
1,"sexista, feminista, feminismo, feminidad, sexo",5,2017-08-25 18:00:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, entrenador, fútbol, jugador, deportivo",7,2017-08-25 18:00:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, escritora, poeta, escritor, autora",4,2017-08-25 18:00:00.000,3_literario_escritora_autor_literatura
4,"corrupción, democracia, reforma, político, política",5,2017-08-25 18:00:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, escolar, enseñanza, educativo, colegio",9,2017-08-25 18:00:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"maldonado, político, activismo, pueblo, causa",11,2017-08-25 18:00:00.000,6_asesinato_policía_policial_maldonado
10,"político, política, candidato, electoral, votar",3,2017-08-25 18:00:00.000,10_boliviano_bolivia_político_política
11,"víctima, morir, muerte, testigo, desaparición",6,2017-08-25 18:00:00.000,11_asesino_testimonio_testigo_víctima
14,"periodista, twitter, social, noticia, político",8,2017-08-25 18:00:00.000,14_mediático_periodístico_político_perio...
15,"neoliberalismo, trabajador, laboral, trabajo, reforma",2,2017-08-25 18:00:00.000,15_sindicalismo_reforma_político_polític...
17,"algorítmico, algoritmo, automatización, automatizado, computacional",2,2017-08-25 18:00:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"catalana, catalán, españolista, separatismo, español",1,2017-08-25 18:00:00.000,18_chileno_chile_político_dictadura
19,"periodístico, periodista, noticia, periódico, publicar",5,2017-08-25 18:00:00.000,19_periodista_periodístico_periódico_nar...
21,"soviético, soviética, stalin, vladimir, rusia",3,2017-08-25 18:00:00.000,21_soviética_soviético_vladimir_rusia
22,"cultural, cultura, podcast, folclore, música",2,2017-08-25 18:00:00.000,22_música_musical_músico_rapero
24,"escritor, lector, literatura, artista, nan",1,2017-08-25 18:00:00.000,24_arte_artes_art_estética
25,"penal, violento, multa, victimizar, ley",1,2017-08-25 18:00:00.000,25_violencia_feminismo_feminista_violent...
26,"antártida, fotógrafa, fotógrafo, fotografía, paisaje",1,2017-08-25 18:00:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
27,"budismo, budista, hinduismo, espiritual, mitología",1,2017-08-25 18:00:00.000,27_israel_netanyahu_israelí_palestina
28,"clima, climático, literaria, desastre, narrativas",1,2017-08-25 18:00:00.000,28_futuro_pandemia_crisis_pensamiento
29,"erika, personaje, película, erotismo, guión",2,2017-08-25 18:00:00.000,29_ficción_protagonista_personaje_melodr...
30,"política, político, sociedad, injusticia, represivo",3,2017-08-25 18:00:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"tecnología, celular, digital, internet, teléfono",8,2017-08-25 18:00:00.000,31_digital_internet_tecnología_móvil
32,"tragedia, terremoto, emergencia, mexicano, santiago",4,2017-08-25 18:00:00.000,32_catástrofe_desastre_tragedia_terremot...
33,"submarino, naval, marina, marino, océano",2,2017-08-25 18:00:00.000,33_submarino_marino_naufragio_océano
34,"santiago, arquitectónico, habitar, arquitecto, hombre",3,2017-08-25 18:00:00.000,34_película_personaje_actor_hombre
35,"rifle, arma, pistola, militar, tiro",1,2017-08-25 18:00:00.000,35_cubano_cubana_cuba_chile
38,"reales, hechos, festival, público, popular",1,2017-08-25 18:00:00.000,38_bailarín_tango_protagonista_ballet
39,"muerte, morir, funeral, moribundo, enterrar",2,2017-08-25 18:00:00.000,39_morir_muerte_moribundo_cadáver
0,"político, política, democracia, democrático, macrismo",7,2018-01-01 09:36:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, mujeres, lesbiano, político",16,2018-01-01 09:36:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbol, futbolista, fútbol, fifa, brasil",4,2018-01-01 09:36:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, escritora, literatura, escritor, autor",6,2018-01-01 09:36:00.000,3_literario_escritora_autor_literatura
4,"austeridad, inflación, monetario, déficit, reforma",7,2018-01-01 09:36:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, enseñar, educativo, generacional, docente",4,2018-01-01 09:36:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"matar, asesinato, víctima, maldonado, morir",5,2018-01-01 09:36:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, abortar, anticonceptivo, debatir, político",16,2018-01-01 09:36:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"vacunar, vacunación, vacuna, antivacuna, inmunidad",2,2018-01-01 09:36:00.000,8_epidemia_vacunar_virus_vacuna
9,"trump, presidencial, republicano, presidente, obama",1,2018-01-01 09:36:00.000,9_político_libertario_política_presidenc...
10,"venezolano, venezuela, revolucionario, político, política",3,2018-01-01 09:36:00.000,10_boliviano_bolivia_político_política
11,"asesinar, dictadura, asesinato, muerto, marcelo",8,2018-01-01 09:36:00.000,11_asesino_testimonio_testigo_víctima
12,"nutricional, nutritivo, dieta, nutrient, alimentación",1,2018-01-01 09:36:00.000,12_economía_económico_futuro_ambiental
13,"papal, catolicismo, católica, católico, vaticano",1,2018-01-01 09:36:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, periodístico, periodista, noticia, sociedad",9,2018-01-01 09:36:00.000,14_mediático_periodístico_político_perio...
15,"ministro, política, laboral, meritocracia, trabajo",1,2018-01-01 09:36:00.000,15_sindicalismo_reforma_político_polític...
16,"brasil, brasilero, brasileño, dictadura, bolsonaro",5,2018-01-01 09:36:00.000,16_brasil_brasilero_brasilia_brasileño
17,"recomendar, sociedad, aprender, social, sujeto",1,2018-01-01 09:36:00.000,17_innovación_tecnológico_tecno_tecnolog...
19,"periodista, periodístico, escritor, publicar, redacción",3,2018-01-01 09:36:00.000,19_periodista_periodístico_periódico_nar...
20,"salvaje, guano, ciervo, pueblo, monte",5,2018-01-01 09:36:00.000,20_ríos_río_arroyo_agua
22,"rapero, música, artista, music, músico",4,2018-01-01 09:36:00.000,22_música_musical_músico_rapero
23,"condenar, mártir, persecución, justicia, homicidio",4,2018-01-01 09:36:00.000,23_justicia_judicial_juzgado_condenar
24,"cultural, cultura, artista, creativo, artístico",2,2018-01-01 09:36:00.000,24_arte_artes_art_estética
25,"intimidación, feminismo, discriminatorio, denuncia, denunciado",2,2018-01-01 09:36:00.000,25_violencia_feminismo_feminista_violent...
29,"película, protagonista, abortar, actriz, aborto",2,2018-01-01 09:36:00.000,29_ficción_protagonista_personaje_melodr...
30,"rozitchner, lector, contracultura, dictadura, publicar",2,2018-01-01 09:36:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"propaganda, digital, privacidad, internet, twitter",5,2018-01-01 09:36:00.000,31_digital_internet_tecnología_móvil
32,"incendio, fuego, quemar, monte, humo",1,2018-01-01 09:36:00.000,32_catástrofe_desastre_tragedia_terremot...
34,"villano, ziembrowski, actor, podcast, televisión",1,2018-01-01 09:36:00.000,34_película_personaje_actor_hombre
35,"cubano, chile, cuba, mexicano, exilio",4,2018-01-01 09:36:00.000,35_cubano_cubana_cuba_chile
36,"genocidio, genocida, holocausto, reconciliación, injusticia",1,2018-01-01 09:36:00.000,36_holocausto_terrorista_siria_europa
37,"astrónomo, astronomía, telescopio, astronómico, astrofísica",1,2018-01-01 09:36:00.000,37_astrónomo_ciencia_universo_teoría
41,"bicicleta, bici, bicisenda, ciclovía, ciclista",1,2018-01-01 09:36:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"autoritario, político, política, revolución, kirchnerismo",12,2018-05-10 01:12:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, machismo, revolución, político",13,2018-05-10 01:12:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, futbolero, brasil, fifa, fútbol",5,2018-05-10 01:12:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, poeta, autor, escritor, literatura",5,2018-05-10 01:12:00.000,3_literario_escritora_autor_literatura
4,"déficit, endeudamiento, fiscal, inflación, monetario",10,2018-05-10 01:12:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, educativo, enseñar, educación, colegio",8,2018-05-10 01:12:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"maldonado, matar, víctima, atentado, enrique",4,2018-05-10 01:12:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, abortar, político, anticonceptivo, política",34,2018-05-10 01:12:00.000,7_aborto_abortar_anticonceptivo_embarazo
10,"colombiano, colombia, venezuela, nicaragüense, bolivia",4,2018-05-10 01:12:00.000,10_boliviano_bolivia_político_política
11,"matar, policía, karen, vergüenza, víctima",2,2018-05-10 01:12:00.000,11_asesino_testimonio_testigo_víctima
12,"country, peruano, país, perú, filipino",1,2018-05-10 01:12:00.000,12_economía_económico_futuro_ambiental
14,"mediático, twitter, público, comunicación, favorecer",2,2018-05-10 01:12:00.000,14_mediático_periodístico_político_perio...
15,"sindicalismo, huelga, movilización, laboral, trabajo",1,2018-05-10 01:12:00.000,15_sindicalismo_reforma_político_polític...
17,"innovación, tecnológico, tecnología, tecno, futuro",5,2018-05-10 01:12:00.000,17_innovación_tecnológico_tecno_tecnolog...
19,"periodista, periodístico, publicar, periódico, ficción",4,2018-05-10 01:12:00.000,19_periodista_periodístico_periódico_nar...
22,"rapero, rap, canción, música, cantante",3,2018-05-10 01:12:00.000,22_música_musical_músico_rapero
23,"condenar, imputado, justicia, juzgado, condena",6,2018-05-10 01:12:00.000,23_justicia_judicial_juzgado_condenar
24,"arte, artes, creativo, art, artístico",3,2018-05-10 01:12:00.000,24_arte_artes_art_estética
25,"protagonista, violencia, víctima, militante, militancia",3,2018-05-10 01:12:00.000,25_violencia_feminismo_feminista_violent...
26,"fotoperiodismo, retrato, fotográfico, fotografía, fotógrafo",2,2018-05-10 01:12:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
28,"digámoslo, sufrir, preocupación, político, autoengaño",2,2018-05-10 01:12:00.000,28_futuro_pandemia_crisis_pensamiento
29,"personaje, política, posmoderno, estereotipo, social",2,2018-05-10 01:12:00.000,29_ficción_protagonista_personaje_melodr...
30,"revuelta, afrofuturismo, latina, revolución, colonialista",3,2018-05-10 01:12:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"digital, tecnología, smartphón, com, transformar",2,2018-05-10 01:12:00.000,31_digital_internet_tecnología_móvil
33,"mapuches, cazador, mapuche, buque, patagones",1,2018-05-10 01:12:00.000,33_submarino_marino_naufragio_océano
34,"kirchnerismo, marcelo, libro, verosímil, herrera",3,2018-05-10 01:12:00.000,34_película_personaje_actor_hombre
35,"cubano, cubana, cuba, tragedia, estornudo",1,2018-05-10 01:12:00.000,35_cubano_cubana_cuba_chile
38,"cantito, canción, cantar, insulto, cantante",2,2018-05-10 01:12:00.000,38_bailarín_tango_protagonista_ballet
39,"muerte, politizado, morir, políticamente, asesinado",1,2018-05-10 01:12:00.000,39_morir_muerte_moribundo_cadáver
40,"mapuche, mapudungun, jornada, sol, pueblo",1,2018-05-10 01:12:00.000,40_manifestación_feminista_multitud_mili...
41,"capitalista, crisis, contracultura, kirchnerismo, corrupción",4,2018-05-10 01:12:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"autoritario, populismo, político, política, democracia",16,2018-09-15 16:48:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, masculinidad, patriarcado, mujeres",13,2018-09-15 16:48:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbol, futbolista, fútbol, fifa, football",3,2018-09-15 16:48:00.000,2_fifa_futbolista_fútbol_deporte
